INT	INT	INT	INT	INT	STRING	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT
50102008	5	1	2	8	Gem1_2_6	1	Thu¥n T¸nh Løc Tinh ThÕch (C¤p 1)	Løc Tinh ThÕch thu¥n khiªt, có th¬ khäm lên trang b¸ có tính công kích (Vû Khí, Hµ Uy¬n, Gi¾i Chï, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GTrí Tu® Bäo ThÕch#r#cff9900Bäo thÕch ðã ðiêu kh¡c r°i không th¬ ðiêu kh¡c lÕi.#r#WSØ døng 3 viên Bäo ThÕch loÕi này và 1 #GBäo ThÕch Dung Luy®n Phù#W, có th¬ dung luy®n thành 1 viên Th¡ng Lþi Bäo ThÕch có ðÆng c¤p tß½ng Ñng.#rÐªn ch² #GBang Hµi Thành Th¸#W làm #Gnhi®m vø Phát Tri¬n#W, #Gnhi®m vø Thành T§p#W, #Gnhi®m vø Công Trình#W s¨ có c½ hµi nh§n ðßþc#GBäo ThÕch Dung Luy®n Phù#W.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF0B	Bäo ThÕch Trí Tu®	17	2004	1
50103001	5	1	3	1	Gem1_1_2	1	TØ Ng÷c (C¤p 1)	TØ S¡c Ng÷c ThÕch, có th¬ khäm lên trang b¸ có tính công kích (Vû Khí, Hµ Uy¬n, Gi¾i Chï, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GHuy«n Vi Bäo ThÕch	100000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	142	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF0B	Bäo ThÕch Huy«n Vi	7	2004	1
50104002	5	1	4	2	Gem1_1_8	1	Biªn ThÕch (C¤p 1)	Dß¾i m£t tr¶i ánh s¡c xanh, dß¾i ðu¯c ánh s¡c ðö, là loÕi bäo ng÷c có th¬ ð±i màu, có th¬ khäm lên trang b¸ có tính công kích (Vû Khí, Hµ Uy¬n, Gi¾i Chï, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GÄo Minh Bäo ThÕch	100000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF0B	Bäo ThÕch Äo Minh	8	2004	1
50111001	5	1	11	1	Gem1_1_9	1	ThÕch Lñu ThÕch (C¤p 1)	Bäo ThÕch gi¯ng hÕt lñu chín, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GSinh M®nh Bäo ThÕchch	100000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF0B	Bäo ThÕch Sinh M®nh	7	2004	1
50111002	5	1	11	2	Gem1_1_12	1	Tiêm Tinh ThÕch (C¤p 1)	Bäo ThÕch nhi«u màu s£c sÞ di­m l®, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GSinh M®nh Bäo ThÕchch	100000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	127	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF0B	Bäo ThÕch Sinh M®nh	11	2004	1
50112001	5	1	12	1	Gem1_1_11	1	Hoàng Ng÷c (C¤p 1)	Hoàng S¡c Ng÷c ThÕch, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GMÜ Lñc Bäo ThÕch#W#rCó th¬ ðªn ch² #Rngh® nhân Bäo ThÕch - Bành Hoài Ng÷c #GLÕc Dß½ng (179,182)#W ho£c #Rngh® nhân Bäo ThÕch - Kh¡c Lý Mµc #GLâu Lan (279,198)#W sØ døng #GBäo ThÕch Ðiêu Trác Phù C¤p 1#W ð¬ tång thuµc tính Bäo ThÕch.#r#cff9900Bäo ThÕch này chï ðiêu kh¡c ðßþc 1 l¥n.	100000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF0B	Bäo ThÕch M¸ Lñc	12	2004	1
50112002	5	1	12	2	Gem1_1_10	1	HÕo ThÕch (C¤p 1)	Bäo ThÕch sáng l¤p lánh, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GMÜ Lñc Bäo ThÕch#W#rCó th¬ ðªn ch² #Rngh® nhân Bäo ThÕch - Bành Hoài Ng÷c #GLÕc Dß½ng (179,182)#W ho£c #Rngh® nhân Bäo ThÕch - Kh¡c Lý Mµc #GLâu Lan (279,198)#W sØ døng #GBäo ThÕch Ðiêu Trác Phù C¤p 1#W ð¬ tång thuµc tính Bäo ThÕch.#r#cff9900Bäo ThÕch này chï ðiêu kh¡c ðßþc 1 l¥n.	100000	1000	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF0B	Bäo ThÕch M¸ Lñc	2	2004	1
50112003	5	1	12	3	Gem1_1_13	1	Nguy®t Quang ThÕch (C¤p 1)	Bäo ThÕch có màu lam nhÕt, huy«n äo nhß ánh trång, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GMÜ Lñc Bäo ThÕch#W#rCó th¬ ðªn ch² #Rngh® nhân Bäo ThÕch - Bành Hoài Ng÷c #GLÕc Dß½ng (179,182)#W ho£c #Rngh® nhân Bäo ThÕch - Kh¡c Lý Mµc #GLâu Lan (279,198)#W sØ døng #GBäo ThÕch Ðiêu Trác Phù C¤p 1#W ð¬ tång thuµc tính Bäo ThÕch.#r#cff9900Bäo ThÕch này chï ðiêu kh¡c ðßþc 1 l¥n.	100000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF0B	Bäo ThÕch M¸ Lñc	4	2004	1
50112004	5	1	12	4	Gem1_2_1	1	Bích TÖ (C¤p 1)	Bäo ThÕch nhi«u màu s£c sÞ di­m l®, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GMÜ Lñc Bäo ThÕch#W#rCó th¬ ðªn ch² #Rngh® nhân Bäo ThÕch - Bành Hoài Ng÷c #GLÕc Dß½ng (179,182)#W ho£c #Rngh® nhân Bäo ThÕch - Kh¡c Lý Mµc #GLâu Lan (279,198)#W sØ døng #GBäo ThÕch Ðiêu Trác Phù C¤p 1#W ð¬ tång thuµc tính Bäo ThÕch.#r#cff9900Bäo ThÕch này chï ðiêu kh¡c ðßþc 1 l¥n.	100000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF0B	Bäo ThÕch M¸ Lñc	3	2004	1
50112005	5	1	12	5	Gem1_2_10	1	Thu¥n T¸nh Hoàng Ng÷c (C¤p 1)	Hoàng Ng÷c thu¥n khiªt, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GMÜ Lñc Bäo ThÕch#r#cff9900Bäo thÕch ðã ðiêu kh¡c r°i không th¬ ðiêu kh¡c lÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF0B	Bäo ThÕch M¸ Lñc	16	2004	1
50112006	5	1	12	6	Gem1_2_14	1	Thu¥n T¸nh HÕo ThÕch (C¤p 1)	HÕo ThÕch thu¥n khiªt, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GMÜ Lñc Bäo ThÕch#r#cff9900Bäo thÕch ðã ðiêu kh¡c r°i không th¬ ðiêu kh¡c lÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF0B	Bäo ThÕch M¸ Lñc	17	2004	1
50112007	5	1	12	7	Gem1_2_11	1	Thu¥n T¸nh DÕ Quang ThÕch (C¤p 1)	Nguy®t Quang ThÕch thu¥n khiªt, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GMÜ Lñc Bäo ThÕch#r#cff9900Bäo thÕch ðã ðiêu kh¡c r°i không th¬ ðiêu kh¡c lÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF0B	Bäo ThÕch M¸ Lñc	15	2004	1
50112008	5	1	12	8	Gem1_2_15	1	Thu¥n T¸nh Bích TÖ (C¤p 1)	Bích TÖ thu¥n khiªt, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GMÜ Lñc Bäo ThÕch#r#cff9900Bäo thÕch ðã ðiêu kh¡c r°i không th¬ ðiêu kh¡c lÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF0B	Bäo ThÕch M¸ Lñc	14	2004	1
50113001	5	1	13	1	Gem1_1_15	1	Hoàng Bäo ThÕch (C¤p 1)	Hoàng S¡c Bäo ThÕch, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GM®nh V§n Bäo ThÕch	100000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF0B	Bäo ThÕch V§n M®nh	5	2004	1
50113002	5	1	13	2	Gem1_1_16	1	Lam Bäo ThÕch (C¤p 1)	Lam S¡c Bäo ThÕch, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GM®nh V§n Bäo ThÕch	100000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF0B	Bäo ThÕch V§n M®nh	6	2004	1
50113003	5	1	13	3	Gem1_1_7	1	Løc Bäo ThÕch (C¤p 1)	Løc S¡c Bäo ThÕch, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GM®nh V§n Bäo ThÕch	100000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF0B	Bäo ThÕch V§n M®nh	9	2004	1
50113004	5	1	13	4	Gem1_2_2	1	H°ng Bäo ThÕch (C¤p 1)	H°ng S¡c Bäo ThÕch, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GM®nh V§n Bäo ThÕch	100000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF0B	Bäo ThÕch V§n M®nh	10	2004	1
50113005	5	1	13	5	Gem1_2_3	1	H¡c Bäo ThÕch (C¤p 1)	H¡c S¡c Bäo ThÕch, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GM®nh V§n Bäo ThÕch	100000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	13	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF0B	Bäo ThÕch V§n M®nh	1	2004	1
50113006	5	1	13	6	Gem1_2_7	1	Huyªt Tinh ThÕch (C¤p 1)	Bäo ThÕch có vân ðö, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GM®nh V§n Bäo ThÕch	100000	1000	723	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF0B	Bäo ThÕch V§n M®nh	13	2004	1
50114001	5	1	14	1	Gem1_1_14	1	T± Mçu Løc (C¤p 1)	Phï thúy cñc ph¦m, màu xanh biªc, có th¬ khäm lên trang b¸ có tính phòng ngñ (Y Phøc, Hµ Thü, MÕo TØ, Hµ Khiên, Hài, Yêu Ðái, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GThiên C½ Bäo ThÕch	100000	1000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	47	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF0B	Bäo ThÕch Thiên C½	8	2004	1
50121001	5	1	21	1	Gemjiankang_1	1	Hoàng Minh ThÕch (C¤p 1)	Hoàng S¡c Minh ThÕch, có th¬ khäm lên trang b¸ có tính công kích (Vû Khí, Hµ Uy¬n, Gi¾i Chï, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GKhông th¬ làm thuµc tính kháng cüa møc tiêu giäm xu¯ng dß¾i 0#r#GTh¡ng Lþi Bäo ThÕch	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	FFFFFF0B	Bäo ThÕch Th¡ng Lþi	31	2004	1
50121002	5	1	21	2	Gemjiankang_13	1	Lam Minh ThÕch (C¤p 1)	Lam S¡c Minh ThÕch, có th¬ khäm lên trang b¸ có tính công kích (Vû Khí, Hµ Uy¬n, Gi¾i Chï, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GKhông th¬ làm thuµc tính kháng cüa møc tiêu giäm xu¯ng dß¾i 0#r#GTh¡ng Lþi Bäo ThÕch	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF0B	Bäo ThÕch Th¡ng Lþi	32	2004	1
50121003	5	1	21	3	Gemjiankang_9	1	H°ng Minh ThÕch (C¤p 1)	H°ng S¡c Minh ThÕch, có th¬ khäm lên trang b¸ có tính công kích (Vû Khí, Hµ Uy¬n, Gi¾i Chï, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GKhông th¬ làm thuµc tính kháng cüa møc tiêu giäm xu¯ng dß¾i 0#r#GTh¡ng Lþi Bäo ThÕch	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF0B	Bäo ThÕch Th¡ng Lþi	33	2004	1
50121004	5	1	21	4	Gemjiankang_5	1	Løc Minh ThÕch (C¤p 1)	Løc S¡c Minh ThÕch, có th¬ khäm lên trang b¸ có tính công kích (Vû Khí, Hµ Uy¬n, Gi¾i Chï, Hµ Phù, HÕng Liên, Ám Khí, Võ H°n), sau khi sØ døng không th¬ khäm thêm bäo thÕch cùng loÕi.#r#GKhông th¬ làm thuµc tính kháng cüa møc tiêu giäm xu¯ng dß¾i 0#r#GTh¡ng Lþi Bäo ThÕch	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	5	-1	-1	-1	-1	-1	-1	FFFFFF0B	Bäo ThÕch Th¡ng Lþi	34	2004	1
50131001	5	1	31	1	Charm8_5	1	Bång Lam Lßu Vân-Khiên (C¤p 1)	#cffff00?Xa xï ph¦m?#r#WTrang sÑc dùng ð¬ ði¬m xuyªt th¶i trang ph¥n vai, làm cho bµ th¶i trang thêm ph¥n ð©p ð¨.#rÐªn ch² #RY Thiên Thái #GLÕc Dß½ng (246,129)#W có th¬ ði¬m xuyªt lên Bµ th¶i trang ðã qua Tài Ti­n. Sau khi sØ døng không th¬ tiªp tøc ði¬m xuyªt trang sÑc cùng loÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF33	Khiên Bµ Ph¯i SÑc	22	2004	1
50131002	5	1	31	2	Charm7_9	1	TØ Vi Tinh Quang-Khiên (C¤p 1)	#cffff00?Xa xï ph¦m?#r#WTrang sÑc dùng ð¬ ði¬m xuyªt th¶i trang ph¥n vai, làm cho bµ th¶i trang thêm ph¥n ð©p ð¨.#rÐªn ch² #RY Thiên Thái #GLÕc Dß½ng (246,129)#W có th¬ ði¬m xuyªt lên Bµ th¶i trang ðã qua Tài Ti­n. Sau khi sØ døng không th¬ tiªp tøc ði¬m xuyªt trang sÑc cùng loÕi.	300000	2000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	FFFFFF2D	Khiên Bµ Ph¯i SÑc	23	2004	1
