INT	INT	INT	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT
40002068	4	0	2	68	Flix2_4	BÕch Lang Bì	Nhi®m vø ðÕo cø.#r (BÕch Lang Bì)#rÁo khoác có th¬ ch¯ng lÕnh.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002069	4	0	2	69	TaskTools1_7	Can Lang Ph¥n	Nhi®m vø ðÕo cø.#r (xua ðu±i H¡c Phong)#rMµt ð¯ng phân sói khô, có th¬ ð¯t thành Lang Yên.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002070	4	0	2	70	TaskTools6_1	Höa Chiªt TØ (Ðá LØa)	Nhi®m vø ðÕo cø.#r (xua ðu±i H¡c Phong)#r#GSØ døng: ð¯t phân sói khô.	75	0	0	13	1	300025	78	0	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002071	4	0	2	71	TaskTools1_2	Thß Nhà Cüa Dûng Sî	Nhi®m vø ðÕo cø.#r (Thß nhà cüa dûng sÛ)#rMµt chiªc quÕt gi¤y rách nát, dính ð¥y vªt máu.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002072	4	0	2	72	TaskTools8_14	Qu¤t HÕch (HÕt Qu¤t)	Nhi®m vø ðÕo cø.#r (nåm hÕt quýt)#rKhßu Tr÷ng Thu dùng nó ð¬ chª thành thu¯c tr¸ li®u ngoÕi thß½ng.	1	0	0	7	10	-1	-1	1	-1	-1	5	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002073	4	0	2	73	TaskTools4_3	Nam Häi Kiªm Phái NgoÕi Y	Nhi®m vø ðÕo cø.#r (Cån nhà tr¯ng)#rBµ ðÕo phøc có thêu bi¬u tßþng cüa Nam Häi Kiªm Phái, l­ v§t mà Ðinh Liên Y t£ng cho Di®p Lßu Phàm.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002074	4	0	2	74	Ore_4	Ngû Lôi ThÕch	Nhi®m vø ðÕo cø.#r (Lôi th¥n ki«u chi mê (lÕc ðß¶ng Lôi th¥n ki«u))#r1 mänh kÏ thÕch không phäi vàng không phäi s¡t, giæa hai cñc th¤p thoáng có tia lØa ði®n phóng ra.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002075	4	0	2	75	Cloth5_10	Huyªt Y	Nhi®m vø ðÕo cø.#r (Vªt máu thÑ hai)#rTrên Lôi Th¥n Ki«u phát hi®n chiªc áo có dính máu, là ð¥u m¯i quan tr÷ng trong thäm án di®t môn cüa Nam Häi kiªm phái.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002076	4	0	2	76	MenpaiGoods_10	Hæu Kh¡c Phù „n ThÕch Phiªn	Nhi®m vø ðÕo cø.#r (ÐoÕn Ki«u Hoa Yêu)#rLà 1 trong s¯ nhæng nguyên li®u mà Tô Phi sØ døng ð¬ dø MÕch Hæu Nhân hi®n thân.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002077	4	0	2	77	TaskTools1_2	NhÕc B¤t Bình M§t Tín	Nhi®m vø ðÕo cø.#r (ÐÕo Th¥n)#rLà 1 bÑc m§t tín vô cùng quan tr÷ng ð¯i v¾i NgÕc Ngß bang.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002078	4	0	2	78	TaskTools1_2	Thß Cüa Mã Hán	Nhi®m vø ðÕo cø.#r (Tay tr¡ng dñng nghi®p)#rMã Hán gØi ð½n ð£t hàng thäo dßþc ðªn Thßþng Quan Thôn · Nhî Häi	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002079	4	0	2	79	TaskTools1_14	Long Vån Ngân Töa Phiªn	Nhi®m vø ðÕo cø.#r (Ð¢ng Giáp T£c Nguyên Soái (nguyên soái cüa gi£c ð¢ng giáp)) (báo quá kªt quä chiªn ð¤u)#rNgân Töa Phiªn tßþng trßng cho thân ph§n cüa tµc trß·ng Miêu Tµc ðã b¸ m¤t trong lúc h²n chiªn.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002080	4	0	2	80	TaskTools1_14	Phßþng Vån Ngân Töa Phiªn	Nhi®m vø ðÕo cø.#r (L¶i nói d¯i chân th§t)#rNgân Töa Phiªn tßþng trßng cho thân ph§n cüa tµc trß·ng Miêu Tµc ðã b¸ m¤t trong lúc h²n chiªn.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002081	4	0	2	81	TaskTools3_13	Thü C¤p Cüa C¥u Lão Th¤t	Nhi®m vø ðÕo cø.#r (Biªn c¯ · Huy«n Vû Môn)#rThü c¤p cüa C¥u Lão Th¤t nµi gián NgÕc Ngß Bang.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002082	4	0	2	82	TaskTools1_15	Äm ÐÕm Tu La Trßng Ký	Nhi®m vø ðÕo cø.#r (1 mänh t¸nh th± cu¯i cùng)#rBi¬u tßþng trong truy«n thuyªt cüa Tu La ma tµc, ðã b¸ m¤t ði ánh sáng v¯n có cüa nó.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002083	4	0	2	83	Flix2_4	Tuyªt S½n Lang Bì	Nhi®m vø ðÕo cø.#r (H½i th· ¤m áp)#rDa sói m«m mÕi, có th¬ làm ra chiªc áo da thßþng hÕng.	1	0	0	7	10	-1	-1	1	-1	-1	10	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002084	4	0	2	84	Cloth6_6	Tuyªt S½n Lang Bì NgoÕi Y	Nhi®m vø ðÕo cø.#r (L­ v§t ðau lòng) (Tình cäm luân h°i)#rMµt chiªc Tuyªt S½n Lang Bì NgoÕi Y ðßþc làm r¤t tính xäo.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002085	4	0	2	85	TaskTools1_11	Chi¬u TrÕch NgÕc Ngß Bì	Nhi®m vø ðÕo cø.#r (L¶i thïnh c¥u cüa A Tùng)#rDa ngÕc ngß (cá s¤u) vô cùng cÑng r¡n.	1	0	0	7	10	-1	-1	1	-1	-1	10	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002086	4	0	2	86	TaskTools3_6	H¡c Miêu Hµ Thân Phù	Nhi®m vø ðÕo cø.#r (Cäm ½n)#rHµ Thân Phù cüa A Vû cô gái Miêu tµc.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002087	4	0	2	87	OtherTools2_7	Ách Tu La Hµ Thân Phù	Nhi®m vø ðÕo cø.#r (Ách Tu La)#r1 mänh hµ thân phù s¨ phát tán ra mùi hôi th¯i n°ng n£c.	1	0	0	8	1	300003	-1	0	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002088	4	0	2	88	OtherTools2_8	Vînh DÕ Tu La Hµ Thân Phù	Nhi®m vø ðÕo cø.#r (Vînh DÕ Tu La)#r1 mänh hµ thân phù s¨ phát tán ra mùi hôi th¯i n°ng n£c	1	0	0	8	1	300003	-1	0	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002089	4	0	2	89	OtherTools2_9	VÕn Kiªp Tu La Hµ Thân Phù	Nhi®m vø ðÕo cø.#r (VÕn Kiªp Tu La)#r1 mänh hµ thân phù s¨ phát tán ra mùi hôi th¯i n°ng n£c.	1	0	0	8	1	300003	-1	0	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002090	4	0	2	90	TaskTools2_14	Chï Th¸ Cüa Tu La Vß½ng	Nhi®m vø ðÕo cø.#r (Chï th¸ cüa Tu La Vß½ng)#rChï th¸ cüa Tu La Vß½ng cho quân ðoàn Tu La Yêu Ma.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002091	4	0	2	91	TaskTools1_10	Rång Cüa Cao S½n BÕch Viên	Nhi®m vø ðÕo cø.#r (ÐÕi lao)#rChÑng cÑ ðã giªt chªt Cao S½n BÕch Viên · Vô Lßþng S½n.	1	0	0	7	10	-1	-1	1	-1	-1	8	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002092	4	0	2	92	TaskTools5_3	N÷c Ðµc Cüa ÐÕi Hoàng Phong	Nhi®m vø ðÕo cø.#r (Phong Ðµc)#rDßþc ph¦m tr¸ li®u ðµc cüa Thi¬m Ði®n Báo.	1	0	0	7	10	-1	-1	1	-1	-1	12	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002093	4	0	2	93	TaskTools1_2	Thß Cüa Mã Ngû ÐÑc	Nhi®m vø ðÕo cø.#r (Tñ ð¸a thü tài)#rTrên thß có 3 chÑ viªt r¤t l¾n: "C¤p! C¤p! C¤p!"	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002094	4	0	2	94	TaskTools1_2	Thß Cüa Tân Song Thanh	Nhi®m vø ðÕo cø.#r (Phong töa Ðôn Hoàng)#rThß cüa Tân Song Thanh viªt cho Dß½ng Vån Quäng.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002095	4	0	2	95	TaskTools1_11	H± Bì	Nhi®m vø ðÕo cø.#r (V§t ph¦m c¯ng nÕp)#rC¯ng ph¦m cüa Næ Chân Hoàn Nhan Bµ giao nµp cho nß¾c Liêu.	1	0	0	7	10	-1	-1	1	-1	-1	5	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002096	4	0	2	96	OtherTools1_6	Hùng Ðäm	Nhi®m vø ðÕo cø.#r (Hùng Ðäm)#rDßþc li®u quý, có tác døng thanh nhi®t sáng m¡t.	1	0	0	7	10	-1	-1	1	-1	-1	5	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002097	4	0	2	97	TaskTools4_2	Løc Ph¦m Di®p Nhân Sâm	Nhi®m vø ðÕo cø.#r (Cñc ph¦m nhân sâm)#rCñc ph¦m trong Nhân sâm, hi®u quä chæa tr¸ không phäi t¥m thß¶ng.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002098	4	0	2	98	TaskTools1_4	Toa Thu¯c Cüa Nam Häi Th¥n Y	Nhi®m vø ðÕo cø.#r (Toa thu¯c cüa th¥n y)#rToa thu¯c cüa Nam Häi Th¥n Y NhÕc Tr÷ng Thu viªt cho Ngô Kh¤t MÕi.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002099	4	0	2	99	Scroll_3	C¶ Cüa Næ Chân Tµc Thü Lînh	Nhi®m vø ðÕo cø.#r (Ðµt kích)#rTßþng trßng cho Næ Chân Tµc Thü Lînh, trß¾c m¡t tÕm th¶i do Hµt ThÕch Li®t bµ lÕc quän lý.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002100	4	0	2	100	TaskTools1_11	Thßþng ÐÆng H± Bì	Nhi®m vø ðÕo cø.#r (Gi¤u tài)#rC¯ng ph¦m cñc ð©p.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002101	4	0	2	101	MakeMaterial7_1	Thßþng ÐÆng H± C¯t	Nhi®m vø ðÕo cø.#r (Gi¤u tài)#rC¯ng ph¦m cñc ð©p.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002102	4	0	2	102	TaskTools1_2	Thß Cüa Kha Lý B¯	Nhi®m vø ðÕo cø.#r (Tìm A C¯t Ðä)#rThß cüa Hoàn Nhan A Lý B¯ viªt cho con trai cüa ông ta là A C¯t Ðä.	1	0	0	7	1	-1	-1	0	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002103	4	0	2	103	TaskTools1_5	Dßþc TØu	Nhi®m vø ðÕo cø.#r (Ðßa DßþcTØu)#rDßþcTØu ðßþc thê tØ cüa A C¯t Ðä là Ð° Ðan Phúc T¤n ði«u chª cho Ngô Kh¤t MÕi.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002104	4	0	2	104	Flix_7	BÕch Hoa Thø Bì	Nhi®m vø ðÕo cø.#r (Chân tß¾ng ðáng tiªc)#rMµt v¯c l¾n vö cây BÕch Hoa, trên ðó có dính nhi«u mänh vøn nhña cây BÕch Hoa.	1	0	0	7	1	-1	-1	0	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002105	4	0	2	105	TaskTools3_13	Thü C¤p Cüa Ho¡c Tß	Nhi®m vø ðÕo cø.#r (Ðau ð¾n bùng phát)#rThü c¤p cüa Mãng Cái ðÕi ma ð¥u Ho¡c Tß.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002106	4	0	2	106	TaskTools1_9	Long Trung Ð¯i	Nhi®m vø ðÕo cø.#r (Thiên hÕ chia ba)#rTrên ðó có 3 chæ r¤t l¾n : "Long Trung Ð¯i".	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002107	4	0	2	107	TaskTools5_15	Hoä Pháo Truy«n Tin	Nhi®m vø ðÕo cø.#r#c00FF00 („n phím phäi ð¬ sØ døng, chï vào ð¸a ði¬m c¥n phóng Di®m Höa)#W	1	0	0	8	1	300009	-1	0	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002108	4	0	2	108	TaskTools1_2	Thß Ð« CØ	ÐÕo cø nhi®m vø.#r Khi các hÕ ðÕt ðßþc Liên Danh Suy Tiªn Tín có th¬ ðªn g¥n các t÷a ðµ sau#c00FF00 NPC chï dçn môn phái#cff0000#W ð¯i thoÕi, h÷c nhæng kÛ nång c½ bän cüa các môn phái (nªu nhß các hÕ ðã hoàn thành t¤t cä nhi®m vø tân thü, s¨ có ðßþc 9 Liên Danh Suy Tiªn Tín)#r T÷a ðµ cø th¬ là:#c00FF00 Thành ÐÕi Lý (191,130) và (130,121)#cff0000#W.#r#c00FF00 (Nh¤p chuµt phäi sØ døng, ð÷c nµi dung bÑc thß )	1	0	0	8	1	300019	-1	1	-1	-1	9	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002109	4	0	2	109	TaskTools1_1	Tào V§n Hóa Thuy«n	Nhi®m vø ðÕo cø.#r#c00FF00 („n phím phäi ð¬ sØ døng, m· thuy«n hàng. Sau khi chªt thuy«n hàng s¨ b¸ chìm, có th¬ s¨ ðßþc các hÕ ho£c ngß¶i khác thu d÷n.)#W	1	0	0	8	1	311010	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002110	4	0	2	110	TaskTools1_1	1 Rß½ng Døng Cø Bªp	Nhi®m vø ðÕo cø.#rB° Lß½ng sän xu¤t cho Ð² TØ Ð¢ng r¤t nhi«u døng cø làm bªp, ð¬ ð¥y cä 1 thùng.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002111	4	0	2	111	Merchandise2_13	Kiªm Cüa Dß½ng Thiªt Tín	Nhi®m vø ðÕo cø.#r (L¶i th«)#rTrên chuôi kiªm có kh¡c chæ "Dß½ng".	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002112	4	0	2	112	TaskTools3_13	Ð¥u Lâu Cüa A Chi	Nhi®m vø ðÕo cø.#r (Chân tß¾ng ðáng sþ)#rThü lînh cüa Y¬n Sß Xã nh§n thü c¤p cüa A Chi, töa ra sñ oan Ñc ðáng sþ.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002113	4	0	2	113	OtherTools2_11	Chân Cüa K¸ch Ðµc Tri Thù	Nhi®m vø ðÕo cø.#r (La B¯c yêu Tri Thù)#r1 trong s¯ nhæng v§t ph¦m mà La B¯c ðang thu th§p.	1	0	0	7	10	-1	-1	1	-1	-1	20	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002114	4	0	2	114	Drygoods_9	K¸ch Ðµc Tri Thù Ty	Nhi®m vø ðÕo cø.#r (La B¯c yêu Tri Thù)#r1 trong s¯ nhæng v§t ph¦m mà La B¯c ðang thu th§p.	1	0	0	7	10	-1	-1	1	-1	-1	10	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002115	4	0	2	115	TaskTools1_2	Gi¤y Viªt Thß Cüa Thiªu Lâm	Nhi®m vø ðÕo cø	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002116	4	0	2	116	TaskTools1_2	Gi¤y Viªt Thß Cüa Minh Giáo	Nhi®m vø ðÕo cø	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002117	4	0	2	117	TaskTools1_2	Gi¤y Viªt Thß Cüa Cái Bang	Nhi®m vø ðÕo cø	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002118	4	0	2	118	TaskTools1_2	Gi¤y Viªt Thß Cüa Võ Ðang	Nhi®m vø ðÕo cø	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002119	4	0	2	119	TaskTools1_2	Gi¤y Viªt Thß Cüa Nga My	Nhi®m vø ðÕo cø	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002120	4	0	2	120	TaskTools1_2	Gi¤y Viªt Thß Cüa Tinh Túc	Nhi®m vø ðÕo cø	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002121	4	0	2	121	TaskTools1_2	Gi¤y Viªt Thß Cüa Thiên Long	Nhi®m vø ðÕo cø	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002122	4	0	2	122	TaskTools1_2	Gi¤y Viªt Thß Cüa Thiên S½n	Nhi®m vø ðÕo cø	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002123	4	0	2	123	TaskTools1_2	Gi¤y Viªt Thß Cüa Tiêu Dao	Nhi®m vø ðÕo cø	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002124	4	0	2	124	TaskTools5_4	ÐÕi Täo TrØu (Chiªc Ch²i L¾n)	Nhi®m vø ðÕo cø.#r#c00FF00 („n phím phäi có th¬ sØ døng: quét d÷n ðß¶ng xá và ðình vi®n cüa thiªu lâm tñ)#W	1	0	0	8	1	300030	64	0	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002125	4	0	2	125	TaskTools5_1	Cüi Tän Mát	Nhi®m vø ðÕo cø.#rCüi tän mát trong Thiªu Lâm Tñ.	1	0	0	7	10	-1	-1	1	-1	-1	5	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002126	4	0	2	126	TaskTools5_2	N¤m Tän Mát	Nhi®m vø ðÕo cø.#rN¤m tän mát trong Thiªu Lâm Tñ.	1	0	0	7	10	-1	-1	1	-1	-1	5	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002127	4	0	2	127	TaskTools5_3	Quä Tùng Tän Mát	Nhi®m vø ðÕo cø.#rQuä tùng tän mát trong Thiªu Lâm Tñ.	1	0	0	7	10	-1	-1	1	-1	-1	5	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002128	4	0	2	128	TaskTools3_15	Chìa Khóa Thß Kh¯	Nhi®m vø ðÕo cø.#r (Giäi linh nhân)#rChìa khóa ð¬ m· cØa l¾n thß kh¯ cüa Tung Dß½ng Thß Vi®n.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002129	4	0	2	129	TaskTools1_12	An Th¥n Dßþc	Nhi®m vø ðÕo cø.#r (An th¥n dßþc)#rAn th¥n dßþc gia truy«n cüa nhà Løc Tùng, có th¬ khiªn tinh th¥n ðang kinh sþ có th¬ bình tînh lÕi.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002130	4	0	2	130	TaskTools3_15	Chìa Khóa Bäo Tàng Màu H°ng	Nhi®m vø ðÕo cø.#r (Chìa khóa bäo tàng màu h°ng)#r1 trong s¯ 3 chiªc chìa khóa dùng ð¬ m· bäo tàng cüa Võ H¥u T×.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002131	4	0	2	131	TaskTools3_15	Chìa Khóa Bäo Tàng Màu Vàng	Nhi®m vø ðÕo cø.#r (Chìa khóa bäo tàng màu vàng)#r1 trong s¯ 3 chiªc chìa khóa dùng ð¬ m· bäo tàng cüa Võ H¥u T×.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002132	4	0	2	132	TaskTools3_15	Chìa Khóa Bäo Tàng Màu Xanh	Nhi®m vø ðÕo cø.#r (Chìa khóa bäo tàng màu xanh)#r1 trong s¯ 3 chiªc chìa khóa dùng ð¬ m· bäo tàng cüa Võ H¥u T×.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002133	4	0	2	133	TaskTools1_2	Thß C¥u Vi®n Cüa Khß½ng Gia T§p	Nhi®m vø ðÕo cø.#r (C¥u vi®n)#rThôn dân cüa Khß½ng Gia T§p viªt thß c¥u vi®n Dß½ng Vån Quäng.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002134	4	0	2	134	TaskTools1_2	Thß Cüa H°i C¯t Vß½ng Næ	Nhi®m vø ðÕo cø.#r (Mông Th¥n)#rKhông có bì thß, trên gi¤y viªt thß chï có duy nh¤t mµt cái tên r¤t quen thuµc : "Tri®u Hành ÐÑc".	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002135	4	0	2	135	TaskTools3_13	Thü C¤p Cüa Lý Tr÷ng Quý	Nhi®m vø ðÕo cø.#r (Giáp kích)#rThü c¤p cüa Lý Trong Quý Tß L®nh V® Thú Tây HÕ.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002136	4	0	2	136	TaskTools5_4	Cây Ch±i Dính Máu	Nhi®m vø ðÕo cø.#r (Thù Ty Mã Tích)#rMµt trong nhæng manh m¯i cüa nghi ¤n · Tung Dß½ng Thß Vi®n.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002137	4	0	2	137	TaskTools2_2	Cây Ph¤t Tr¥n Dính Máu	Nhi®m vø ðÕo cø.#r (Thù Ty Mã Tích)#rMµt trong nhæng manh m¯i cüa nghi ¤n · Tung Dß½ng Thß Vi®n.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002138	4	0	2	138	Merchandise1_11	Ng÷n Nªn B¸ Th±i T¡t	Nhi®m vø ðÕo cø. #r (Thù ty mã tích) #r 1 trong nhæng d¤u vªt trong Tung dß½ng thß vi®n.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002139	4	0	2	139	TaskTools1_6	Tung Dß½ng ÐoÕn Trß¶ng Thäo	Nhi®m vø ðÕo cø.#r (Tung Dß½ng ÐoÕn Trß¶ng Thäo)#rDßþc ph¦m mà Løc Tùng c¥n dùng ð¬ chæa b®nh m¤t trí cho em gái.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002140	4	0	2	140	Herbal1_16	Vö Cây Có Kh¡c Phù „n	Nhi®m vø ðÕo cø.#r (BÕch Ðê Li­u QuÖ)#rLà 1 trong s¯ nhæng v§t li®u ð¬ Tô Phi dçn dø MÕch Hæu Nhân hi®n thân.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002141	4	0	2	141	TaskTools3_13	Thü C¤p Có Kh¡c Phù „n	ÐÕo cø nhi®m vø. #r (Quy Phong Trang) #rLà tài li®u cüa Tô Phi dùng ð¬ dø SØ MÕch Hæu Nhân hi®n thân.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002142	4	0	2	142	TaskTools1_11	Tông Hùng Bì	Nhi®m vø ðÕo cø.#r (Chu¦n b¸ cho mùa ðông)#rV§t ph¦m c¥n thiªt cüa dân thôn Viên Nguy®t dùng cho mùa ðông.	1	0	0	7	10	-1	-1	1	-1	-1	8	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002143	4	0	2	143	TaskTools3_15	Chìa Khoá Cùm Chân Cüa Lang Nhân.	Nhi®m vø ðÕo cø.#r (Tát Ninh b¸ b¡t)#rCó th¬ m· khóa xích trên ngß¶i T¤t Ninh.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002144	4	0	2	144	TaskTools1_1	Lß½ng Thñc Cüa Lang Nhân	Nhi®m vø ðÕo cø.#r (Câu chuy®n v« lß½ng thßc)#rLß½ng thñc chü yªu ð¬ giúp Lang Nhân · Thiên S½n có th¬ sinh t°n.	1	0	0	7	10	-1	-1	1	-1	-1	10	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
40002145	4	0	2	145	Spear2_2	Thiên Lang Trßþng	Nhi®m vø ðÕo cø.#r (Chï th¸ cüa th¥n minh)#rTh¥n khí mà Lang Nhân · Thiên S½n dùng ð¬ nh§n th¥n dø khi cúng tª.	1	0	0	7	1	-1	-1	1	-1	-1	1	4	Nhi®m Vø ÐÕo Cø	1	0	2000	-1	0
