INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
27057	Biªn D¸ Y¬n ThØ	2705	85	9	1	0	10	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	742	1143	2063	1187	1484	1357	1492	1560	1764	2035	500	150	100	150	100	60000	27050
27059	Y¬n ThØ Bäo Bäo	2705	85	9	0	1	10	10	692	550000	-1	-1	728	900000	670	500000	660	350000	655	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	571	879	1587	913	1142	1357	1492	1560	1764	2035	500	150	100	150	100	60000	27050
27060	Thành Niên Y¬n ThØ	2706	95	9	0	0	10	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	591	910	1644	946	1183	1459	1604	1677	1896	2388	500	150	100	150	100	60000	27060
27061	Biªn D¸ Y¬n ThØ	2706	95	9	1	0	10	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	613	945	1706	981	1227	1459	1604	1677	1896	2388	500	150	100	150	100	60000	27060
27062	Biªn D¸ Y¬n ThØ	2706	95	9	1	0	10	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	635	979	1767	1017	1271	1459	1604	1677	1896	2388	500	150	100	150	100	60000	27060
27063	Biªn D¸ Y¬n ThØ	2706	95	9	1	0	10	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	658	1013	1829	1052	1316	1459	1604	1677	1896	2388	500	150	100	150	100	60000	27060
27064	Biªn D¸ Y¬n ThØ	2706	95	9	1	0	10	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	680	1047	1891	1088	1360	1459	1604	1677	1896	2388	500	150	100	150	100	60000	27060
27065	Biªn D¸ Y¬n ThØ	2706	95	9	1	0	10	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	702	1081	1952	1123	1404	1459	1604	1677	1896	2388	500	150	100	150	100	60000	27060
27066	Biªn D¸ Y¬n ThØ	2706	95	9	1	0	10	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	724	1115	2014	1159	1449	1459	1604	1677	1896	2388	500	150	100	150	100	60000	27060
27067	Biªn D¸ Y¬n ThØ	2706	95	9	1	0	10	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	746	1150	2076	1194	1493	1459	1604	1677	1896	2388	500	150	100	150	100	60000	27060
27068	Biªn D¸ Y¬n ThØ	2706	95	9	1	0	10	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	768	1184	2137	1230	1537	1459	1604	1677	1896	2388	500	150	100	150	100	60000	27060
27069	Y¬n ThØ Bäo Bäo	2706	95	9	0	1	10	10	692	600000	-1	-1	728	900000	670	550000	660	400000	655	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	591	910	1644	946	1183	1459	1604	1677	1896	2388	500	150	100	150	100	60000	27060
27070	Thành Niên Ðäo Ðän ThØ	2707	5	9	0	0	10	10	688	300000	-1	-1	702	900000	670	250000	660	100000	652	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	469	722	1303	750	938	846	930	972	1099	1269	500	150	100	150	100	60000	27070
27071	Biªn D¸ Ðäo Ðän ThØ	2707	5	9	1	0	10	10	688	300000	-1	-1	702	900000	670	250000	660	100000	652	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	539	830	1499	862	1078	846	930	972	1099	1269	500	150	100	150	100	60000	27070
27072	Biªn D¸ Ðäo Ðän ThØ	2707	5	9	1	0	10	10	688	300000	-1	-1	702	900000	670	250000	660	100000	652	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	609	938	1694	975	1219	846	930	972	1099	1269	500	150	100	150	100	60000	27070
27079	Ðäo Ðän ThØ Bäo Bäo	2707	5	9	0	1	10	10	672	1000000	-1	-1	702	900000	670	250000	660	100000	652	50000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	469	722	1303	750	938	846	930	972	1099	1269	500	150	100	150	100	60000	27070
27080	Thành Niên Ðäo Ðän ThØ	2708	45	9	0	0	10	10	688	350000	-1	-1	702	900000	670	300000	660	150000	652	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	489	753	1360	783	979	948	1042	1090	1232	1422	500	150	100	150	100	60000	27080
27081	Biªn D¸ Ðäo Ðän ThØ	2708	45	9	1	0	10	10	688	350000	-1	-1	702	900000	670	300000	660	150000	652	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	538	829	1496	861	1076	948	1042	1090	1232	1422	500	150	100	150	100	60000	27080
27082	Biªn D¸ Ðäo Ðän ThØ	2708	45	9	1	0	10	10	688	350000	-1	-1	702	900000	670	300000	660	150000	652	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	587	904	1632	939	1174	948	1042	1090	1232	1422	500	150	100	150	100	60000	27080
27083	Biªn D¸ Ðäo Ðän ThØ	2708	45	9	1	0	10	10	688	350000	-1	-1	702	900000	670	300000	660	150000	652	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	636	979	1769	1018	1272	948	1042	1090	1232	1422	500	150	100	150	100	60000	27080
27089	Ðäo Ðän ThØ Bäo Bäo	2708	45	9	0	1	10	10	672	1000000	-1	-1	702	900000	670	300000	660	150000	652	100000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	489	753	1360	783	979	948	1042	1090	1232	1422	500	150	100	150	100	60000	27080
27090	Thành Niên Ðäo Ðän ThØ	2709	55	9	0	0	10	10	688	400000	-1	-1	702	900000	670	350000	660	200000	652	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	510	785	1417	816	1020	1051	1156	1208	1366	1576	500	150	100	150	100	60000	27090
27091	Biªn D¸ Ðäo Ðän ThØ	2709	55	9	1	0	10	10	688	400000	-1	-1	702	900000	670	350000	660	200000	652	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	548	844	1524	877	1096	1051	1156	1208	1366	1576	500	150	100	150	100	60000	27090
27092	Biªn D¸ Ðäo Ðän ThØ	2709	55	9	1	0	10	10	688	400000	-1	-1	702	900000	670	350000	660	200000	652	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	586	903	1630	938	1173	1051	1156	1208	1366	1576	500	150	100	150	100	60000	27090
27093	Biªn D¸ Ðäo Ðän ThØ	2709	55	9	1	0	10	10	688	400000	-1	-1	702	900000	670	350000	660	200000	652	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	624	962	1736	999	1249	1051	1156	1208	1366	1576	500	150	100	150	100	60000	27090
27094	Biªn D¸ Ðäo Ðän ThØ	2709	55	9	1	0	10	10	688	400000	-1	-1	702	900000	670	350000	660	200000	652	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	663	1021	1843	1060	1326	1051	1156	1208	1366	1576	500	150	100	150	100	60000	27090
27099	Ðäo Ðän ThØ Bäo Bäo	2709	55	9	0	1	10	10	672	1000000	-1	-1	702	900000	670	350000	660	200000	652	150000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	510	785	1417	816	1020	1051	1156	1208	1366	1576	500	150	100	150	100	60000	27090
27100	Thành Niên Ðäo Ðän ThØ	2710	65	9	0	0	10	10	688	450000	-1	-1	702	900000	670	400000	660	250000	652	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	530	816	1474	848	1061	1153	1268	1325	1498	1729	500	150	100	150	100	60000	27100
27101	Biªn D¸ Ðäo Ðän ThØ	2710	65	9	1	0	10	10	688	450000	-1	-1	702	900000	670	400000	660	250000	652	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	562	865	1563	899	1124	1153	1268	1325	1498	1729	500	150	100	150	100	60000	27100
27102	Biªn D¸ Ðäo Ðän ThØ	2710	65	9	1	0	10	10	688	450000	-1	-1	702	900000	670	400000	660	250000	652	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	594	915	1651	950	1188	1153	1268	1325	1498	1729	500	150	100	150	100	60000	27100
27103	Biªn D¸ Ðäo Ðän ThØ	2710	65	9	1	0	10	10	688	450000	-1	-1	702	900000	670	400000	660	250000	652	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	625	964	1740	1001	1251	1153	1268	1325	1498	1729	500	150	100	150	100	60000	27100
27104	Biªn D¸ Ðäo Ðän ThØ	2710	65	9	1	0	10	10	688	450000	-1	-1	702	900000	670	400000	660	250000	652	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	657	1013	1828	1052	1315	1153	1268	1325	1498	1729	500	150	100	150	100	60000	27100
27105	Biªn D¸ Ðäo Ðän ThØ	2710	65	9	1	0	10	10	688	450000	-1	-1	702	900000	670	400000	660	250000	652	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	689	1062	1917	1103	1379	1153	1268	1325	1498	1729	500	150	100	150	100	60000	27100
27109	Ðäo Ðän ThØ Bäo Bäo	2710	65	9	0	1	10	10	672	1000000	-1	-1	702	900000	670	400000	660	250000	652	200000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	530	816	1474	848	1061	1153	1268	1325	1498	1729	500	150	100	150	100	60000	27100
27110	Thành Niên Ðäo Ðän ThØ	2711	75	9	0	0	10	10	688	500000	-1	-1	702	900000	670	450000	660	300000	652	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	551	848	1531	881	1102	1255	1380	1443	1631	1882	500	150	100	150	100	60000	27110
27111	Biªn D¸ Ðäo Ðän ThØ	2711	75	9	1	0	10	10	688	500000	-1	-1	702	900000	670	450000	660	300000	652	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	578	890	1608	925	1157	1255	1380	1443	1631	1882	500	150	100	150	100	60000	27110
27112	Biªn D¸ Ðäo Ðän ThØ	2711	75	9	1	0	10	10	688	500000	-1	-1	702	900000	670	450000	660	300000	652	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	606	933	1684	969	1212	1255	1380	1443	1631	1882	500	150	100	150	100	60000	27110
27113	Biªn D¸ Ðäo Ðän ThØ	2711	75	9	1	0	10	10	688	500000	-1	-1	702	900000	670	450000	660	300000	652	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	633	975	1761	1013	1267	1255	1380	1443	1631	1882	500	150	100	150	100	60000	27110
27114	Biªn D¸ Ðäo Ðän ThØ	2711	75	9	1	0	10	10	688	500000	-1	-1	702	900000	670	450000	660	300000	652	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	661	1018	1838	1057	1322	1255	1380	1443	1631	1882	500	150	100	150	100	60000	27110
27115	Biªn D¸ Ðäo Ðän ThØ	2711	75	9	1	0	10	10	688	500000	-1	-1	702	900000	670	450000	660	300000	652	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	688	1060	1914	1102	1377	1255	1380	1443	1631	1882	500	150	100	150	100	60000	27110
27116	Biªn D¸ Ðäo Ðän ThØ	2711	75	9	1	0	10	10	688	500000	-1	-1	702	900000	670	450000	660	300000	652	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	716	1103	1991	1146	1432	1255	1380	1443	1631	1882	500	150	100	150	100	60000	27110
27119	Ðäo Ðän ThØ Bäo Bäo	2711	75	9	0	1	10	10	672	1000000	-1	-1	702	900000	670	450000	660	300000	652	250000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	551	848	1531	881	1102	1255	1380	1443	1631	1882	500	150	100	150	100	60000	27110
27120	Thành Niên Ðäo Ðän ThØ	2712	85	9	0	0	10	10	688	550000	-1	-1	702	900000	670	500000	660	350000	652	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	571	879	1587	913	1142	1357	1492	1560	1764	2035	500	150	100	150	100	60000	27120
27121	Biªn D¸ Ðäo Ðän ThØ	2712	85	9	1	0	10	10	688	550000	-1	-1	702	900000	670	500000	660	350000	652	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	595	917	1655	952	1190	1357	1492	1560	1764	2035	500	150	100	150	100	60000	27120
27122	Biªn D¸ Ðäo Ðän ThØ	2712	85	9	1	0	10	10	688	550000	-1	-1	702	900000	670	500000	660	350000	652	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	619	954	1723	991	1239	1357	1492	1560	1764	2035	500	150	100	150	100	60000	27120
27123	Biªn D¸ Ðäo Ðän ThØ	2712	85	9	1	0	10	10	688	550000	-1	-1	702	900000	670	500000	660	350000	652	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	644	992	1791	1031	1288	1357	1492	1560	1764	2035	500	150	100	150	100	60000	27120
27124	Biªn D¸ Ðäo Ðän ThØ	2712	85	9	1	0	10	10	688	550000	-1	-1	702	900000	670	500000	660	350000	652	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	668	1030	1859	1070	1337	1357	1492	1560	1764	2035	500	150	100	150	100	60000	27120
27125	Biªn D¸ Ðäo Ðän ThØ	2712	85	9	1	0	10	10	688	550000	-1	-1	702	900000	670	500000	660	350000	652	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	693	1067	1927	1109	1386	1357	1492	1560	1764	2035	500	150	100	150	100	60000	27120
27126	Biªn D¸ Ðäo Ðän ThØ	2712	85	9	1	0	10	10	688	550000	-1	-1	702	900000	670	500000	660	350000	652	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	717	1105	1995	1148	1435	1357	1492	1560	1764	2035	500	150	100	150	100	60000	27120
27127	Biªn D¸ Ðäo Ðän ThØ	2712	85	9	1	0	10	10	688	550000	-1	-1	702	900000	670	500000	660	350000	652	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	742	1143	2063	1187	1484	1357	1492	1560	1764	2035	500	150	100	150	100	60000	27120
27129	Ðäo Ðän ThØ Bäo Bäo	2712	85	9	0	1	10	10	672	1000000	-1	-1	702	900000	670	500000	660	350000	652	300000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	94971	571	879	1587	913	1142	1357	1492	1560	1764	2035	500	150	100	150	100	60000	27120
27130	Thành Niên Ðäo Ðän ThØ	2713	95	9	0	0	10	10	688	600000	-1	-1	702	900000	670	550000	660	400000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	591	910	1644	946	1183	1459	1604	1677	1896	2388	500	150	100	150	100	60000	27130
27131	Biªn D¸ Ðäo Ðän ThØ	2713	95	9	1	0	10	10	688	600000	-1	-1	702	900000	670	550000	660	400000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	613	945	1706	981	1227	1459	1604	1677	1896	2388	500	150	100	150	100	60000	27130
27132	Biªn D¸ Ðäo Ðän ThØ	2713	95	9	1	0	10	10	688	600000	-1	-1	702	900000	670	550000	660	400000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	635	979	1767	1017	1271	1459	1604	1677	1896	2388	500	150	100	150	100	60000	27130
27133	Biªn D¸ Ðäo Ðän ThØ	2713	95	9	1	0	10	10	688	600000	-1	-1	702	900000	670	550000	660	400000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	658	1013	1829	1052	1316	1459	1604	1677	1896	2388	500	150	100	150	100	60000	27130
27134	Biªn D¸ Ðäo Ðän ThØ	2713	95	9	1	0	10	10	688	600000	-1	-1	702	900000	670	550000	660	400000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	680	1047	1891	1088	1360	1459	1604	1677	1896	2388	500	150	100	150	100	60000	27130
27135	Biªn D¸ Ðäo Ðän ThØ	2713	95	9	1	0	10	10	688	600000	-1	-1	702	900000	670	550000	660	400000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	702	1081	1952	1123	1404	1459	1604	1677	1896	2388	500	150	100	150	100	60000	27130
27136	Biªn D¸ Ðäo Ðän ThØ	2713	95	9	1	0	10	10	688	600000	-1	-1	702	900000	670	550000	660	400000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	724	1115	2014	1159	1449	1459	1604	1677	1896	2388	500	150	100	150	100	60000	27130
27137	Biªn D¸ Ðäo Ðän ThØ	2713	95	9	1	0	10	10	688	600000	-1	-1	702	900000	670	550000	660	400000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	746	1150	2076	1194	1493	1459	1604	1677	1896	2388	500	150	100	150	100	60000	27130
27138	Biªn D¸ Ðäo Ðän ThØ	2713	95	9	1	0	10	10	688	600000	-1	-1	702	900000	670	550000	660	400000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	768	1184	2137	1230	1537	1459	1604	1677	1896	2388	500	150	100	150	100	60000	27130
27139	Ðäo Ðän ThØ Bäo Bäo	2713	95	9	0	1	10	10	672	1000000	-1	-1	702	900000	670	550000	660	400000	652	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	98563	591	910	1644	946	1183	1459	1604	1677	1896	2388	500	150	100	150	100	60000	27130
27140	Thành Niên M¸ Ti¬u Manh	2714	5	9	0	0	100	10	692	300000	-1	-1	728	900000	660	550000	670	400000	666	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	469	703	1322	750	938	846	930	972	1099	1269	500	100	100	200	100	60000	27140
27141	Biªn D¸ M¸ Ti¬u Manh	2714	5	9	1	0	100	10	692	300000	-1	-1	728	900000	660	550000	670	400000	666	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	539	809	1520	862	1078	846	930	972	1099	1269	500	100	100	200	100	60000	27140
27142	Biªn D¸ M¸ Ti¬u Manh	2714	5	9	1	0	100	10	692	300000	-1	-1	728	900000	660	550000	670	400000	666	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	609	914	1719	975	1219	846	930	972	1099	1269	500	100	100	200	100	60000	27140
27149	M¸ Ti¬u Manh Bäo Bäo	2714	5	9	0	1	100	10	692	300000	-1	-1	728	900000	660	550000	670	400000	666	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	77012	469	703	1322	750	938	846	930	972	1099	1269	500	100	100	200	100	60000	27140
27150	Thành Niên M¸ Ti¬u Manh	2715	45	9	0	0	100	10	692	350000	-1	-1	728	900000	660	550000	670	400000	666	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	489	734	1380	783	979	948	1042	1090	1232	1422	500	100	100	200	100	60000	27150
27151	Biªn D¸ M¸ Ti¬u Manh	2715	45	9	1	0	100	10	692	350000	-1	-1	728	900000	660	550000	670	400000	666	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	538	807	1518	861	1076	948	1042	1090	1232	1422	500	100	100	200	100	60000	27150
27152	Biªn D¸ M¸ Ti¬u Manh	2715	45	9	1	0	100	10	692	350000	-1	-1	728	900000	660	550000	670	400000	666	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	587	881	1656	939	1174	948	1042	1090	1232	1422	500	100	100	200	100	60000	27150
27153	Biªn D¸ M¸ Ti¬u Manh	2715	45	9	1	0	100	10	692	350000	-1	-1	728	900000	660	550000	670	400000	666	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	636	954	1794	1018	1272	948	1042	1090	1232	1422	500	100	100	200	100	60000	27150
27159	M¸ Ti¬u Manh Bäo Bäo	2715	45	9	0	1	100	10	692	350000	-1	-1	728	900000	660	550000	670	400000	666	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	80604	489	734	1380	783	979	948	1042	1090	1232	1422	500	100	100	200	100	60000	27150
27160	Thành Niên M¸ Ti¬u Manh	2716	55	9	0	0	100	10	692	400000	-1	-1	728	900000	660	550000	670	400000	666	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	510	765	1438	816	1020	1051	1156	1208	1366	1576	500	100	100	200	100	60000	27160
27161	Biªn D¸ M¸ Ti¬u Manh	2716	55	9	1	0	100	10	692	400000	-1	-1	728	900000	660	550000	670	400000	666	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	548	822	1546	877	1096	1051	1156	1208	1366	1576	500	100	100	200	100	60000	27160
27162	Biªn D¸ M¸ Ti¬u Manh	2716	55	9	1	0	100	10	692	400000	-1	-1	728	900000	660	550000	670	400000	666	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	586	879	1653	938	1173	1051	1156	1208	1366	1576	500	100	100	200	100	60000	27160
27163	Biªn D¸ M¸ Ti¬u Manh	2716	55	9	1	0	100	10	692	400000	-1	-1	728	900000	660	550000	670	400000	666	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	624	937	1761	999	1249	1051	1156	1208	1366	1576	500	100	100	200	100	60000	27160
27164	Biªn D¸ M¸ Ti¬u Manh	2716	55	9	1	0	100	10	692	400000	-1	-1	728	900000	660	550000	670	400000	666	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	663	994	1869	1060	1326	1051	1156	1208	1366	1576	500	100	100	200	100	60000	27160
27169	M¸ Ti¬u Manh Bäo Bäo	2716	55	9	0	1	100	10	692	400000	-1	-1	728	900000	660	550000	670	400000	666	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	84195	510	765	1438	816	1020	1051	1156	1208	1366	1576	500	100	100	200	100	60000	27160
27170	Thành Niên M¸ Ti¬u Manh	2717	65	9	0	0	100	10	692	450000	-1	-1	728	900000	660	550000	670	400000	666	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	530	795	1496	848	1061	1153	1268	1325	1498	1729	500	100	100	200	100	60000	27170
27171	Biªn D¸ M¸ Ti¬u Manh	2717	65	9	1	0	100	10	692	450000	-1	-1	728	900000	660	550000	670	400000	666	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	562	843	1585	899	1124	1153	1268	1325	1498	1729	500	100	100	200	100	60000	27170
27172	Biªn D¸ M¸ Ti¬u Manh	2717	65	9	1	0	100	10	692	450000	-1	-1	728	900000	660	550000	670	400000	666	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	594	891	1675	950	1188	1153	1268	1325	1498	1729	500	100	100	200	100	60000	27170
27173	Biªn D¸ M¸ Ti¬u Manh	2717	65	9	1	0	100	10	692	450000	-1	-1	728	900000	660	550000	670	400000	666	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	625	938	1765	1001	1251	1153	1268	1325	1498	1729	500	100	100	200	100	60000	27170
27174	Biªn D¸ M¸ Ti¬u Manh	2717	65	9	1	0	100	10	692	450000	-1	-1	728	900000	660	550000	670	400000	666	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	657	986	1855	1052	1315	1153	1268	1325	1498	1729	500	100	100	200	100	60000	27170
27175	Biªn D¸ M¸ Ti¬u Manh	2717	65	9	1	0	100	10	692	450000	-1	-1	728	900000	660	550000	670	400000	666	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	689	1034	1944	1103	1379	1153	1268	1325	1498	1729	500	100	100	200	100	60000	27170
27179	M¸ Ti¬u Manh Bäo Bäo	2717	65	9	0	1	100	10	692	450000	-1	-1	728	900000	660	550000	670	400000	666	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	87787	530	795	1496	848	1061	1153	1268	1325	1498	1729	500	100	100	200	100	60000	27170
27180	Thành Niên M¸ Ti¬u Manh	2718	75	9	0	0	100	10	692	500000	-1	-1	728	900000	660	550000	670	400000	666	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	551	826	1553	881	1102	1255	1380	1443	1631	1882	500	100	100	200	100	60000	27180
27181	Biªn D¸ M¸ Ti¬u Manh	2718	75	9	1	0	100	10	692	500000	-1	-1	728	900000	660	550000	670	400000	666	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	578	867	1631	925	1157	1255	1380	1443	1631	1882	500	100	100	200	100	60000	27180
27182	Biªn D¸ M¸ Ti¬u Manh	2718	75	9	1	0	100	10	692	500000	-1	-1	728	900000	660	550000	670	400000	666	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	606	909	1709	969	1212	1255	1380	1443	1631	1882	500	100	100	200	100	60000	27180
27183	Biªn D¸ M¸ Ti¬u Manh	2718	75	9	1	0	100	10	692	500000	-1	-1	728	900000	660	550000	670	400000	666	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	633	950	1786	1013	1267	1255	1380	1443	1631	1882	500	100	100	200	100	60000	27180
27184	Biªn D¸ M¸ Ti¬u Manh	2718	75	9	1	0	100	10	692	500000	-1	-1	728	900000	660	550000	670	400000	666	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	661	991	1864	1057	1322	1255	1380	1443	1631	1882	500	100	100	200	100	60000	27180
27185	Biªn D¸ M¸ Ti¬u Manh	2718	75	9	1	0	100	10	692	500000	-1	-1	728	900000	660	550000	670	400000	666	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	688	1033	1942	1102	1377	1255	1380	1443	1631	1882	500	100	100	200	100	60000	27180
27186	Biªn D¸ M¸ Ti¬u Manh	2718	75	9	1	0	100	10	692	500000	-1	-1	728	900000	660	550000	670	400000	666	350000	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	91379	716	1074	2019	1146	1432	1255	1380	1443	1631	1882	500	100	100	200	100	60000	27180
